id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,area,nivel_cargo,modalidad_trabajo,antiguedad_anos,tipo_contrato,horas_semanales,ingreso_tramo,capacitacion_ultimo_ano,evaluacion_desempeno,beneficios_empresa,turno,ebl_i01,ebl_i02,ebl_i03,ebl_i04,ebl_i05,ebl_i06,ebl_i07,ebl_i08,ebl_i09,ebl_i10,ebl_i11,ebl_i12,ebl_i13,ebl_i14,ebl_i15,ebl_i16,ebl_i17,ebl_i18,ebl_agotamiento,ebl_cinismo,ebl_baja_eficacia,ebl_total,csl_i01,csl_i02,csl_i03,csl_i04,csl_i05,csl_i06,csl_i07,csl_i08,csl_i09,csl_i10,csl_i11,csl_i12,csl_i13,csl_i14,csl_i15,csl_i16,csl_tarea,csl_contexto,csl_total,elp_i01,elp_i02,elp_i03,elp_i04,elp_i05,elp_i06,elp_i07,elp_i08,elp_i09,elp_i10,elp_i11,elp_i12,elp_i13,elp_i14,elp_transformacional,elp_transaccional,elp_total,eir_i01,eir_i02,eir_i03,eir_i04,eir_i05,eir_i06,eir_i07,eir_i08,eir_i09,eir_i10,eir_intencion_salida,eir_busqueda_alternativas,eir_total
LAB-446,Mujer,50,Postgrado,Conviviente,3,Biobío,TI,Profesional,Presencial,3,Indefinido,40,Medio,No,4.7,Intermedios,Diurno,1,2,2,1,3,3,2,1,2,1,2,2,2,3,3,2,3,3,2,1.6666666666666667,2.6666666666666665,2.111111111111111,4,3,4,4,2,2,4,4,3,4,3,4,4,3,4,4,3.375,3.625,3.5,3,3,4,2,2,4,2,3,3,3,1,3,3,4,2.857142857142857,2.857142857142857,2.857142857142857,2,2,1,2,2,2,3,2,2,2,1.8,2.2,2
LAB-447,Hombre,35,Postgrado,Conviviente,2,RM,TI,Operativo,Presencial,3,Plazo fijo,34,Medio,Sí,3.5,Básicos,Rotativo,2,1,2,4,2,1,2,2,3,2,4,1,2,2,2,2,2,2,2,2.3333333333333335,2,2.111111111111111,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,3.125,3.875,3.5,3,2,3,3,3,4,4,3,2,2,2,2,2,2,3.142857142857143,2.142857142857143,2.642857142857143,3,2,4,3,2,4,3,3,2,2,2.8,2.8,2.8
LAB-448,Mujer,41,Media,Soltero/a,2,RM,Operaciones,Operativo,Híbrido,14,Indefinido,37,Bajo,Sí,4,Básicos,Diurno,1,2,1,2,1,1,3,2,2,2,2,1,1,3,2,2,2,2,1.3333333333333333,2,2,1.7777777777777777,3,4,3,4,3,3,2,4,2,3,4,3,3,3,3,3,3.25,3,3.125,2,4,2,2,2,3,3,3,2,3,1,3,3,3,2.5714285714285716,2.5714285714285716,2.5714285714285716,2,2,1,2,1,3,4,3,4,3,1.6,3.4,2.5
LAB-449,Hombre,38,Técnico,Soltero/a,0,RM,TI,Operativo,Presencial,2,Plazo fijo,37,Medio,Sí,3.7,Intermedios,Diurno,1,1,2,2,1,1,1,2,1,1,1,2,3,3,2,3,3,2,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.7777777777777777,3,3,2,4,4,3,3,3,3,4,4,3,4,4,3,3,3.125,3.5,3.3125,3,3,2,1,2,3,2,2,1,2,2,3,2,2,2.2857142857142856,2,2.142857142857143,2,2,1,2,2,1,1,1,2,2,1.8,1.4,1.6
LAB-450,Hombre,47,Media,Soltero/a,1,RM,RRHH,Jefatura,Híbrido,2,Plazo fijo,47,Alto,No,3.5,Básicos,Diurno,1,2,1,2,2,2,1,1,3,2,2,2,3,2,3,2,2,3,1.6666666666666667,1.8333333333333333,2.5,2,4,3,3,3,4,3,2,3,3,3,3,4,3,3,3,2,3.125,3,3.0625,4,3,4,1,2,3,3,3,1,2,3,2,2,3,2.857142857142857,2.2857142857142856,2.5714285714285716,2,4,2,1,2,1,1,1,1,1,2.2,1,1.6
LAB-451,Mujer,30,Técnico,Casado/a,5,RM,RRHH,Operativo,Presencial,5,Honorarios,51,Medio,No,2.1,Básicos,Diurno,2,3,3,3,3,2,2,2,2,3,1,3,2,2,1,2,2,2,2.6666666666666665,2.1666666666666665,1.8333333333333333,2.2222222222222223,2,3,2,2,2,2,1,3,2,3,3,1,2,3,2,3,2.125,2.375,2.25,1,2,2,2,2,2,2,3,3,3,3,2,4,2,1.8571428571428572,2.857142857142857,2.357142857142857,2,1,2,3,2,3,2,2,2,3,2,2.4,2.2
LAB-452,Mujer,24,Técnico,Soltero/a,3,RM,RRHH,Operativo,Híbrido,2,Plazo fijo,34,Bajo,No,3.1,Básicos,Nocturno,2,1,2,3,3,2,3,4,3,3,3,2,2,4,2,4,3,3,2.1666666666666665,3,3,2.7222222222222223,3,3,2,2,2,2,2,2,3,4,4,4,3,4,4,2,2.25,3.5,2.875,3,3,3,3,3,1,3,2,2,2,2,2,3,2,2.7142857142857144,2.142857142857143,2.4285714285714284,4,4,3,2,3,3,1,3,3,3,3.2,2.6,2.9
LAB-453,Mujer,38,Postgrado,Casado/a,2,RM,Operaciones,Operativo,Presencial,4,Indefinido,46,Bajo,No,2.8,Intermedios,Diurno,3,3,3,2,3,3,2,2,3,2,2,3,2,2,2,2,4,3,2.8333333333333335,2.3333333333333335,2.5,2.5555555555555554,1,2,2,1,2,3,3,2,3,3,2,2,4,2,2,3,2,2.625,2.3125,3,2,3,3,2,1,2,2,2,2,2,2,2,2,2.2857142857142856,2,2.142857142857143,3,2,3,3,2,3,2,1,4,2,2.6,2.4,2.5
LAB-454,Mujer,36,Técnico,Conviviente,0,Antofagasta,Finanzas,Operativo,Híbrido,0,Plazo fijo,44,Medio,Sí,3.6,Intermedios,Diurno,2,2,1,3,3,3,2,2,2,3,2,3,3,3,2,3,1,2,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,4,3,3,3,4,2,4,3,3,4,3,3,3,4,2,3,3.25,3.125,3.1875,4,3,3,3,3,2,4,2,3,4,2,3,4,3,3.142857142857143,3,3.0714285714285716,2,3,2,1,3,2,1,1,2,2,2.2,1.6,1.9
LAB-455,Mujer,29,Media,Separado/a,4,RM,TI,Operativo,Híbrido,1,Plazo fijo,44,Medio,No,3.9,Básicos,Rotativo,1,1,3,2,2,2,3,1,2,2,1,2,3,1,2,1,2,1,1.8333333333333333,1.8333333333333333,1.6666666666666667,1.7777777777777777,2,2,3,4,2,3,3,3,4,4,4,4,3,3,2,3,2.75,3.375,3.0625,3,3,2,2,3,4,3,3,3,4,4,3,4,3,2.857142857142857,3.4285714285714284,3.142857142857143,3,2,3,4,3,3,3,2,2,3,3,2.6,2.8
LAB-456,Mujer,23,Postgrado,Soltero/a,1,Valparaíso,Producción,Profesional,Presencial,4,Indefinido,35,Medio,Sí,3.5,Intermedios,Diurno,2,2,2,2,2,1,3,2,2,2,2,3,1,2,2,1,2,1,1.8333333333333333,2.3333333333333335,1.5,1.8888888888888888,3,2,3,3,4,3,2,2,3,4,3,3,3,3,3,2,2.75,3,2.875,3,3,4,2,1,3,2,3,2,1,1,3,2,2,2.5714285714285716,2,2.2857142857142856,2,2,2,3,4,1,1,2,1,3,2.6,1.6,2.1
LAB-457,Mujer,30,Universitario,Separado/a,2,RM,Comercial,Operativo,Presencial,NA,Plazo fijo,48,Bajo,No,2.3,Intermedios,Rotativo,3,3,3,3,3,2,2,1,2,1,1,2,3,3,2,3,3,3,2.8333333333333335,1.5,2.8333333333333335,2.388888888888889,3,2,3,3,3,3,3,2,3,2,3,2,3,3,2,1,2.75,2.375,2.5625,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2.2857142857142856,1.8571428571428572,2.0714285714285716,4,3,3,2,3,4,3,3,3,2,3,3,3
LAB-458,Hombre,25,Postgrado,Otro,1,RM,Operaciones,Profesional,Híbrido,1,Indefinido,39,Bajo,No,4.1,Básicos,Nocturno,2,2,1,3,3,2,1,1,2,1,2,2,1,1,3,2,2,1,2.1666666666666665,1.5,1.6666666666666667,1.7777777777777777,4,4,4,4,3,4,4,3,3,2,1,1,1,3,1,2,3.75,1.75,2.75,4,2,2,3,3,2,3,4,4,4,4,4,4,3,2.7142857142857144,3.857142857142857,3.2857142857142856,2,1,2,2,3,2,1,1,2,3,2,1.8,1.9
LAB-459,Mujer,46,Técnico,Separado/a,0,RM,Producción,Jefatura,Remoto,14,Plazo fijo,49,Medio,Sí,3.8,Básicos,Diurno,2,3,2,4,2,1,1,3,2,2,1,3,2,4,3,2,3,3,2.3333333333333335,2,2.8333333333333335,2.388888888888889,2,3,4,4,3,3,3,4,3,4,4,4,4,3,3,3,3.25,3.5,3.375,2,3,4,4,2,4,4,2,2,1,2,1,3,2,3.2857142857142856,1.8571428571428572,2.5714285714285716,1,3,1,3,2,1,2,2,2,2,2,1.8,1.9
LAB-460,Mujer,27,Universitario,Casado/a,0,Otra,TI,Operativo,Híbrido,1,Indefinido,49,Alto,No,3.5,Básicos,Rotativo,1,3,2,1,2,2,3,2,4,2,2,2,2,2,3,2,2,2,1.8333333333333333,2.5,2.1666666666666665,2.1666666666666665,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3,3.625,3.75,3.6875,3,3,3,2,3,2,3,2,1,3,3,2,3,3,2.7142857142857144,2.4285714285714284,2.5714285714285716,1,1,1,2,3,2,2,2,2,2,1.6,2,1.8
LAB-461,Hombre,48,Universitario,Conviviente,3,RM,Operaciones,Profesional,Presencial,17,Indefinido,40,Alto,Sí,3.8,Intermedios,Diurno,3,2,3,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,4,3,3,2,4,2,3,3,3,3,4,2,2,4,2,3,3,2.875,2.9375,4,3,4,4,4,2,4,3,4,3,3,3,3,4,3.5714285714285716,3.2857142857142856,3.4285714285714284,2,2,2,3,3,1,1,1,1,2,2.4,1.2,1.8
LAB-462,Mujer,38,Postgrado,Soltero/a,3,Valparaíso,Operaciones,Profesional,Remoto,11,Indefinido,55,Alto,No,3.9,Básicos,Nocturno,2,2,2,4,2,1,2,1,1,3,3,3,2,2,2,1,2,2,2.1666666666666665,2.1666666666666665,1.8333333333333333,2.0555555555555554,4,3,3,4,3,3,4,4,2,3,4,2,3,3,3,3,3.5,2.875,3.1875,4,4,3,3,4,4,3,2,3,2,3,2,3,3,3.5714285714285716,2.5714285714285716,3.0714285714285716,2,1,1,1,2,1,1,2,2,2,1.4,1.6,1.5
LAB-463,Hombre,43,Universitario,Conviviente,3,RM,RRHH,Profesional,Presencial,0,Plazo fijo,48,Medio,No,1.4,Intermedios,Diurno,3,3,2,3,3,1,1,3,3,3,2,4,4,4,3,3,3,3,2.5,2.6666666666666665,3.3333333333333335,2.8333333333333335,3,3,2,3,2,1,4,2,2,2,2,2,2,2,2,2,2.5,2,2.25,2,1,1,2,2,1,3,3,1,2,1,2,1,2,1.7142857142857142,1.7142857142857142,1.7142857142857142,3,4,3,4,4,1,2,3,2,2,3.6,2,2.8
LAB-464,Hombre,22,Técnico,Separado/a,0,RM,TI,Jefatura,Presencial,6,Indefinido,51,Bajo,Sí,2.8,Completos,Diurno,3,2,1,2,2,4,4,2,3,2,2,3,2,2,3,2,3,3,2.3333333333333335,2.6666666666666665,2.5,2.5,3,3,4,4,2,3,3,4,4,4,4,4,4,3,3,2,3.25,3.5,3.375,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1.4285714285714286,2,1.7142857142857142,3,2,2,1,3,3,2,2,3,3,2.2,2.6,2.4
LAB-465,Mujer,33,Universitario,Separado/a,2,RM,Producción,Operativo,Híbrido,9,Honorarios,59,Bajo,Sí,2.2,Básicos,Diurno,3,3,3,3,2,3,2,2,2,3,3,2,2,2,2,2,3,1,2.8333333333333335,2.3333333333333335,2,2.388888888888889,3,3,2,1,2,2,2,3,3,3,2,2,3,3,3,4,2.25,2.875,2.5625,3,2,1,2,2,2,3,1,2,3,1,2,1,2,2.142857142857143,1.7142857142857142,1.9285714285714286,2,2,2,1,1,1,3,3,2,2,1.6,2.2,1.9
LAB-466,Hombre,32,Universitario,Soltero/a,2,RM,Comercial,Profesional,Presencial,7,Indefinido,46,Medio,No,3.7,Básicos,Rotativo,2,1,1,1,1,2,1,1,2,2,1,3,1,1,1,1,1,1,1.3333333333333333,1.6666666666666667,1,1.3333333333333333,4,3,4,4,3,3,3,2,3,3,3,3,3,2,3,2,3.25,2.75,3,2,3,3,3,4,3,3,3,2,3,3,3,4,3,3,3,3,1,1,1,1,2,1,2,1,1,1,1.2,1.2,1.2
LAB-467,Hombre,35,Universitario,Soltero/a,3,RM,Operaciones,Profesional,Presencial,6,Plazo fijo,36,Bajo,No,4,Básicos,Diurno,2,2,1,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1.8333333333333333,2,1.1666666666666667,1.6666666666666667,3,4,4,4,3,3,4,2,4,4,3,4,4,4,2,3,3.375,3.5,3.4375,2,3,3,3,1,3,3,3,2,4,3,4,4,3,2.5714285714285716,3.2857142857142856,2.9285714285714284,1,2,1,1,2,3,2,3,2,2,1.4,2.4,1.9
LAB-468,Mujer,42,Universitario,Separado/a,2,RM,Operaciones,Profesional,Presencial,1,Plazo fijo,40,Bajo,Sí,2.2,Intermedios,Diurno,2,3,1,2,2,2,3,3,3,3,3,2,2,2,2,2,1,2,2,2.8333333333333335,1.8333333333333333,2.2222222222222223,3,3,2,2,3,1,2,3,1,3,3,2,1,1,2,1,2.375,1.75,2.0625,4,2,2,4,2,2,2,3,1,2,3,2,4,2,2.5714285714285716,2.4285714285714284,2.5,2,2,3,2,2,2,1,2,4,2,2.2,2.2,2.2
LAB-469,Mujer,38,Técnico,Casado/a,1,RM,Comercial,Operativo,Remoto,4,Indefinido,37,Alto,No,3.1,Intermedios,Diurno,1,2,1,1,1,2,1,3,2,1,3,1,1,1,1,1,1,1,1.3333333333333333,1.8333333333333333,1,1.3888888888888888,3,2,2,2,3,3,4,2,3,3,4,3,3,3,2,3,2.625,3,2.8125,2,2,1,1,2,1,2,3,3,2,2,3,2,3,1.5714285714285714,2.5714285714285716,2.0714285714285716,1,1,1,1,1,1,1,3,1,1,1,1.4,1.2
LAB-470,Hombre,33,Técnico,Separado/a,0,Valparaíso,Comercial,Profesional,Híbrido,3,Indefinido,46,Alto,No,3.5,Intermedios,Diurno,2,3,3,2,3,2,3,3,2,1,3,1,3,2,4,2,3,2,2.5,2.1666666666666665,2.6666666666666665,2.4444444444444446,2,2,3,2,2,2,2,2,4,3,2,4,4,3,3,3,2.125,3.25,2.6875,3,2,1,2,2,2,2,2,3,2,3,2,2,2,2,2.2857142857142856,2.142857142857143,1,1,1,2,3,2,2,2,1,2,1.6,1.8,1.7
LAB-471,Mujer,28,Técnico,Casado/a,1,RM,Producción,Jefatura,Presencial,9,Indefinido,60,Medio,No,1.6,Intermedios,Diurno,3,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,1,2,2.6666666666666665,2.8333333333333335,1.8333333333333333,2.4444444444444446,2,2,2,1,3,2,1,3,1,2,2,3,2,2,3,3,2,2.25,2.125,3,4,4,4,3,4,4,3,3,3,3,2,3,2,3.7142857142857144,2.7142857142857144,3.2142857142857144,2,2,2,2,2,3,2,1,1,1,2,1.6,1.8
LAB-472,Hombre,22,Postgrado,Casado/a,0,Otra,Comercial,Operativo,Híbrido,15,Plazo fijo,49,Medio,No,2.5,Completos,Diurno,3,2,3,1,1,1,3,3,3,2,2,2,3,3,4,3,2,3,1.8333333333333333,2.5,3,2.4444444444444446,2,3,3,2,3,2,2,4,2,2,2,3,2,2,2,3,2.625,2.25,2.4375,2,2,1,2,2,2,2,2,3,2,3,3,3,2,1.8571428571428572,2.5714285714285716,2.2142857142857144,3,3,3,3,2,2,1,3,3,2,2.8,2.2,2.5
LAB-473,Mujer,24,Postgrado,Soltero/a,2,RM,TI,Jefatura,Remoto,9,Indefinido,38,Bajo,Sí,3.6,Completos,Rotativo,2,2,1,2,3,1,2,1,1,1,1,2,3,2,2,3,2,2,1.8333333333333333,1.3333333333333333,2.3333333333333335,1.8333333333333333,3,3,4,4,4,3,4,2,2,2,4,3,3,2,3,4,3.375,2.875,3.125,3,3,3,2,3,2,2,2,3,3,3,4,3,3,2.5714285714285716,3,2.7857142857142856,1,1,1,1,1,1,1,1,1,2,1,1.2,1.1
LAB-474,Hombre,45,Universitario,Soltero/a,2,Otra,Comercial,Profesional,Híbrido,NA,Indefinido,36,Bajo,No,3.7,Intermedios,Diurno,1,2,2,2,2,1,1,1,1,2,2,3,1,2,2,1,2,1,1.6666666666666667,1.6666666666666667,1.5,1.6111111111111112,3,4,3,2,4,3,4,3,3,3,3,3,2,4,3,2,3.25,2.875,3.0625,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3.7142857142857144,3.7142857142857144,3.7142857142857144,1,1,2,2,2,1,1,1,1,1,1.6,1,1.3
LAB-475,Mujer,28,Técnico,Otro,1,Biobío,Comercial,Jefatura,Remoto,24,Indefinido,35,Bajo,Sí,4.8,Completos,Diurno,2,2,1,2,1,1,1,2,2,2,1,2,2,1,3,1,1,1,1.5,1.6666666666666667,1.5,1.5555555555555556,2,3,2,2,4,2,2,2,4,2,2,3,3,2,3,1,2.375,2.5,2.4375,4,3,2,2,4,3,4,4,4,4,3,3,3,4,3.142857142857143,3.5714285714285716,3.357142857142857,1,1,1,1,4,1,1,1,1,1,1.6,1,1.3
LAB-476,Mujer,33,Media,Casado/a,4,Otra,Operaciones,Jefatura,Presencial,7,Indefinido,38,Alto,No,4.7,Intermedios,Rotativo,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,2,2,1,1.5,2.6666666666666665,1.7222222222222223,4,4,4,3,4,4,4,4,4,4,3,4,4,2,3,2,3.875,3.25,3.5625,3,4,4,4,4,4,4,2,4,4,4,4,4,3,3.857142857142857,3.5714285714285716,3.7142857142857144,2,2,1,2,4,1,1,1,1,1,2.2,1,1.6
LAB-477,Hombre,43,Media,Soltero/a,1,Biobío,Producción,Profesional,Remoto,22,Indefinido,40,Alto,Sí,1.9,Intermedios,Rotativo,3,1,2,3,3,2,2,2,2,2,3,2,3,3,3,4,3,3,2.3333333333333335,2.1666666666666665,3.1666666666666665,2.5555555555555554,4,4,1,3,2,3,4,3,4,4,2,4,3,3,4,3,3,3.375,3.1875,4,4,3,3,4,4,4,4,3,4,3,3,3,2,3.7142857142857144,3.142857142857143,3.4285714285714284,2,2,2,2,2,1,1,2,2,1,2,1.4,1.7
LAB-478,Hombre,23,Técnico,Soltero/a,0,Antofagasta,Operaciones,Operativo,Presencial,0,Plazo fijo,41,NA,No,4.3,Intermedios,Diurno,1,1,1,2,1,1,2,1,2,2,3,3,3,2,3,3,2,3,1.1666666666666667,2.1666666666666665,2.6666666666666665,2,2,4,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3.25,3.375,3.3125,1,2,3,1,3,1,2,2,2,2,2,2,2,2,1.8571428571428572,2,1.9285714285714286,1,2,1,2,3,2,1,2,2,2,1.8,1.8,1.8
LAB-479,Hombre,39,Universitario,Soltero/a,2,Biobío,Finanzas,Profesional,Híbrido,6,Plazo fijo,38,Medio,Sí,3.8,Básicos,Rotativo,1,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2.1666666666666665,2.1666666666666665,2.3333333333333335,2.2222222222222223,2,2,4,3,2,3,3,4,4,3,3,3,3,4,4,3,2.875,3.375,3.125,2,2,3,1,3,1,2,3,3,3,3,2,3,3,2,2.857142857142857,2.4285714285714284,2,2,2,1,1,3,2,3,4,3,1.6,3,2.3
LAB-480,Mujer,37,Postgrado,Soltero/a,2,RM,Operaciones,Profesional,Híbrido,14,Plazo fijo,34,Medio,Sí,3.2,Básicos,Diurno,3,3,1,3,3,4,3,3,3,4,2,2,3,2,2,3,3,2,2.8333333333333335,2.8333333333333335,2.5,2.7222222222222223,3,2,3,3,3,3,2,2,2,2,4,3,2,2,3,4,2.625,2.75,2.6875,2,4,1,2,3,3,1,3,2,1,1,2,1,3,2.2857142857142856,1.8571428571428572,2.0714285714285716,3,3,3,4,3,2,2,2,2,3,3.2,2.2,2.7
LAB-481,Mujer,32,Universitario,Conviviente,2,RM,Comercial,Profesional,Híbrido,14,Indefinido,34,Medio,Sí,4.1,Intermedios,Diurno,2,2,3,1,2,1,3,2,3,4,3,2,4,3,3,2,2,2,1.8333333333333333,2.8333333333333335,2.6666666666666665,2.4444444444444446,4,3,2,3,2,4,2,2,3,2,2,2,2,2,2,4,2.75,2.375,2.5625,3,3,2,4,3,2,3,2,2,1,3,2,1,2,2.857142857142857,1.8571428571428572,2.357142857142857,2,2,2,1,2,2,1,2,2,1,1.8,1.6,1.7
LAB-482,Mujer,41,Técnico,Soltero/a,2,Biobío,RRHH,Gerencia,Presencial,14,Indefinido,52,Bajo,Sí,4.7,Básicos,Diurno,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1.3333333333333333,1,1.1111111111111112,2,4,3,3,2,4,3,2,3,4,3,2,3,3,3,2,2.875,2.875,2.875,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3.857142857142857,4,3.9285714285714284,1,1,1,1,1,1,2,1,1,1,1,1.2,1.1
LAB-483,Mujer,31,Universitario,Soltero/a,0,Valparaíso,Producción,Profesional,Híbrido,3,Honorarios,33,Bajo,Sí,2.8,Intermedios,Diurno,2,1,1,3,2,1,2,2,1,1,1,1,2,2,1,1,2,1,1.6666666666666667,1.3333333333333333,1.5,1.5,3,3,2,3,3,2,3,3,4,3,3,3,2,3,3,1,2.75,2.75,2.75,2,2,3,3,2,4,2,3,3,2,2,3,3,3,2.5714285714285716,2.7142857142857144,2.642857142857143,2,3,4,1,1,3,2,2,2,2,2.2,2.2,2.2
LAB-484,Mujer,22,Media,Soltero/a,4,Antofagasta,Operaciones,Operativo,Híbrido,11,Plazo fijo,51,Alto,No,2.8,Básicos,Diurno,3,2,2,3,2,3,3,3,4,3,3,1,2,3,2,2,4,3,2.5,2.8333333333333335,2.6666666666666665,2.6666666666666665,3,2,3,3,3,1,2,2,3,3,3,3,3,2,3,1,2.375,2.625,2.5,3,4,4,4,4,4,3,1,2,3,2,3,3,2,3.7142857142857144,2.2857142857142856,3,1,2,1,1,2,2,2,2,1,2,1.4,1.8,1.6
LAB-485,Hombre,52,Técnico,Separado/a,1,Antofagasta,RRHH,Profesional,Presencial,0,Plazo fijo,35,Bajo,Sí,2.1,Intermedios,Nocturno,2,2,3,2,2,3,2,3,2,3,2,2,3,3,2,3,3,2,2.3333333333333335,2.3333333333333335,2.6666666666666665,2.4444444444444446,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2.25,2.25,2.25,2,2,1,2,2,3,2,2,3,4,3,4,3,2,2,3,2.5,3,3,2,4,2,3,3,1,2,3,2.8,2.4,2.6
LAB-486,Hombre,38,Media,Conviviente,2,RM,TI,Operativo,Híbrido,1,Indefinido,56,Bajo,Sí,3.8,Completos,Diurno,1,2,1,2,2,3,4,3,2,2,3,1,2,3,3,3,2,2,1.8333333333333333,2.5,2.5,2.2777777777777777,3,2,4,3,3,3,4,3,4,3,3,3,4,3,4,2,3.125,3.25,3.1875,3,2,3,3,3,3,1,2,3,3,4,2,3,3,2.5714285714285716,2.857142857142857,2.7142857142857144,2,1,1,1,2,1,1,1,1,2,1.4,1.2,1.3
LAB-487,Mujer,31,Media,Soltero/a,1,RM,Operaciones,Operativo,Presencial,1,Indefinido,44,Bajo,Sí,4.3,Completos,Rotativo,3,2,3,3,3,2,3,4,2,3,3,4,3,2,2,3,3,3,2.6666666666666665,3.1666666666666665,2.6666666666666665,2.8333333333333335,4,3,4,4,4,3,4,3,3,3,3,3,4,4,4,2,3.625,3.25,3.4375,2,2,1,2,1,1,2,3,4,2,2,2,3,3,1.5714285714285714,2.7142857142857144,2.142857142857143,2,1,2,3,2,1,1,2,1,1,2,1.2,1.6
LAB-488,Hombre,33,Universitario,Soltero/a,1,RM,RRHH,Operativo,Híbrido,2,Indefinido,47,Alto,No,2.9,Intermedios,Diurno,2,2,2,3,3,3,2,2,3,2,2,2,2,3,2,2,1,3,2.5,2.1666666666666665,2.1666666666666665,2.2777777777777777,2,2,2,2,1,2,2,2,2,3,3,3,4,2,3,3,1.875,2.875,2.375,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3.2857142857142856,3.142857142857143,2,4,3,3,3,2,3,2,3,2,3,2.4,2.7
LAB-489,Mujer,36,Universitario,Soltero/a,1,Antofagasta,TI,Profesional,Híbrido,0,Plazo fijo,52,Alto,Sí,4.2,Completos,Diurno,2,2,2,2,2,3,2,2,3,3,2,1,2,2,3,3,2,3,2.1666666666666665,2.1666666666666665,2.5,2.2777777777777777,2,3,3,3,2,3,4,4,3,2,3,3,4,2,3,4,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3.5714285714285716,3,3.2857142857142856,2,1,2,2,4,1,1,1,2,2,2.2,1.4,1.8
LAB-490,Hombre,36,Postgrado,Casado/a,2,Valparaíso,Comercial,Profesional,Híbrido,6,Indefinido,53,Medio,Sí,2.2,Intermedios,Diurno,2,2,3,2,1,4,2,2,1,2,2,2,1,1,2,1,1,1,2.3333333333333335,1.8333333333333333,1.1666666666666667,1.7777777777777777,2,3,2,4,3,2,3,3,2,2,2,3,2,1,2,3,2.75,2.125,2.4375,1,2,2,2,3,1,1,1,3,2,2,3,3,4,1.7142857142857142,2.5714285714285716,2.142857142857143,2,2,2,3,3,3,2,2,3,3,2.4,2.6,2.5
LAB-491,Mujer,33,Técnico,Casado/a,3,Biobío,Comercial,Operativo,Remoto,1,Indefinido,40,Medio,Sí,4.3,Completos,Rotativo,2,2,2,3,2,1,4,3,3,3,3,2,2,2,3,3,2,1,2,3,2.1666666666666665,2.388888888888889,3,3,4,3,2,3,4,3,4,3,2,4,2,3,3,3,3.125,3,3.0625,3,2,2,3,1,2,2,3,2,3,3,3,3,1,2.142857142857143,2.5714285714285716,2.357142857142857,2,3,1,3,2,2,2,1,3,1,2.2,1.8,2
LAB-492,Hombre,36,Universitario,Separado/a,4,RM,Finanzas,Operativo,Híbrido,6,Honorarios,31,Medio,Sí,3.6,Completos,Diurno,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2.5,3,2.8333333333333335,2.7777777777777777,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,3,1.25,1.875,1.5625,2,2,3,3,2,1,2,2,3,3,2,3,2,3,2.142857142857143,2.5714285714285716,2.357142857142857,2,3,3,1,2,3,4,4,4,2,2.2,3.4,2.8
LAB-493,Mujer,45,Universitario,Separado/a,1,Otra,Comercial,Profesional,Presencial,1,Indefinido,58,Medio,Sí,3.5,Básicos,Diurno,1,3,2,1,2,4,2,2,2,1,2,2,1,2,2,2,1,2,2.1666666666666665,1.8333333333333333,1.6666666666666667,1.8888888888888888,3,4,3,4,3,2,4,3,3,3,4,4,4,3,4,2,3.25,3.375,3.3125,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2.5714285714285716,3,2.7857142857142856,1,2,1,1,1,2,1,1,2,3,1.2,1.8,1.5
LAB-494,Hombre,44,Técnico,Casado/a,0,RM,RRHH,Operativo,Presencial,7,Indefinido,36,Alto,Sí,4.5,Completos,Diurno,1,4,2,2,3,1,2,2,2,2,1,1,3,3,2,1,1,2,2.1666666666666665,1.6666666666666667,2,1.9444444444444444,3,4,4,3,2,3,3,3,4,3,3,4,4,4,4,3,3.125,3.625,3.375,2,2,2,3,3,3,3,3,4,3,3,4,3,4,2.5714285714285716,3.4285714285714284,3,1,1,1,1,1,2,2,2,2,1,1,1.8,1.4
